Account Number,Explanation,Label,Gl Account String,Document Number,Document Type,Invoice_,Doc Number,Total,Invoice,address book name,business unit number,Fund,Jl Effective Date,GL Date,Credit,Debit,Sub Acct Ty Cd,Sub Acct Type,Sub Account,Batch Type,Batch Num,Batch Date,Line Number,Address Book #,Calculation 2,Vendor,Invoice Number,Invoice Date,Payment Date,Business Unit,Object Account,Object Account Descr,Je Category Name,Receipt Num,Business Unit Title (from Business Unit),Calculation,Created,JE Category Name_,last updated by
Invoice: $1400 (20241014) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11540071,Invoice,000036,11540071,$1400.00,000036,THE AVE NASHVILLE LLC,53902028,30216,10/14/2024,10/14/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-14OCT2024121001,10/14/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000036,9/30/2024,10/18/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20241014) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11540072,Invoice,000035,11540072,$1400.00,000035,THE AVE NASHVILLE LLC,53902028,30216,10/14/2024,10/14/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-14OCT2024121001,10/14/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000035,9/30/2024,10/18/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20241014) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11540070,Invoice,000037,11540070,$1400.00,000037,THE AVE NASHVILLE LLC,53902028,30216,10/14/2024,10/14/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-14OCT2024121001,10/14/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000037,9/30/2024,10/18/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $5086.4 (20241014) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11540075,Invoice,R35236161,11540075,$5086.40,R35236161,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/14/2024,10/14/2024,$0.00,$5086.40,R,4% Resolution,R240490,Invoice Batch,KOFAX-14OCT2024121001,10/14/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35236161,10/6/2024,11/5/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20241007) ESA MANAGEMENT LLC,OHS/ INV 1554951316,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11533117,Invoice,1554951316,11533117,$2240.00,1554951316,ESA MANAGEMENT LLC,53902028,30216,10/7/2024,10/7/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-07OCT2024091054,10/7/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554951316,10/6/2024,10/21/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $468 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546292,Invoice,R35282572,11546292,$468.00,R35282572,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$468.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282572,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $468 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546295,Invoice,R35282569,11546295,$468.00,R35282569,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$468.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282569,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $374.4 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546296,Invoice,R35282568,11546296,$374.40,R35282568,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$374.40,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282568,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $5554.52 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546298,Invoice,R35263057,11546298,$5554.52,R35263057,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$5554.52,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35263057,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $468 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546297,Invoice,R35282567,11546297,$468.00,R35282567,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$468.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282567,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20241014) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11540078,Invoice,1554956045,11540078,$2240.00,1554956045,ESA MANAGEMENT LLC,53902028,30216,10/14/2024,10/14/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-14OCT2024121001,10/14/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554956045,10/13/2024,10/28/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $468 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546293,Invoice,R35282571,11546293,$468.00,R35282571,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$468.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282571,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $468 (20241018) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11546294,Invoice,R35282570,11546294,$468.00,R35282570,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/18/2024,10/18/2024,$0.00,$468.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18OCT2024121002,10/18/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35282570,10/13/2024,11/12/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $9584.4 (20241017) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11545201,Invoice,HILLSIDE102024,11545201,$9584.40,HILLSIDE102024,HILLSIDE CROSSING LLC,53902028,30216,10/17/2024,10/17/2024,$0.00,$9584.40,R,4% Resolution,R240490,Invoice Batch,KOFAX-17OCT2024151025,10/17/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,HILLSIDE102024,10/15/2024,10/28/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20241021) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11547817,Invoice,1554960197,11547817,$2240.00,1554960197,ESA MANAGEMENT LLC,53902028,30216,10/21/2024,10/21/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-21OCT2024161041,10/21/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554960197,10/20/2024,11/4/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $5554.52 (20241024) Randstad North America Inc dba Randstad USA LLC,CN# 2000998883/ OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11550824,Invoice,R35290291,11550824,$5554.52,R35290291,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/24/2024,10/24/2024,$0.00,$5554.52,R,4% Resolution,R240490,Invoice Batch,KOFAX-24OCT2024101044,10/24/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35290291,10/20/2024,11/19/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $5069.92 (20241104) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11561110,Invoice,R35318745,11561110,$5069.92,R35318745,Randstad North America Inc dba Randstad USA LLC,53902028,30216,11/4/2024,11/4/2024,$0.00,$5069.92,R,4% Resolution,R240490,Invoice Batch,KOFAX-04NOV2024161101,11/4/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35318745,10/27/2024,11/26/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1400 (20241206) THE AVE NASHVILLE LLC,INV 000042/M HILL-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11588345,Invoice,000042,11588345,$1400.00,000042,THE AVE NASHVILLE LLC,53902028,30216,12/6/2024,12/6/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04DEC2024081221,12/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000042,11/1/2024,12/11/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1400 (20241206) THE AVE NASHVILLE LLC,INV 000041/ P PERKINS-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11588346,Invoice,000041,11588346,$1400.00,000041,THE AVE NASHVILLE LLC,53902028,30216,12/6/2024,12/6/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04DEC2024081221,12/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000041,11/1/2024,12/11/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1400 (20241104) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11561106,Invoice,000039,11561106,$1400.00,000039,THE AVE NASHVILLE LLC,53902028,30216,11/4/2024,11/4/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04NOV2024161101,11/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000039,11/1/2024,11/8/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20241104) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11561107,Invoice,000038,11561107,$1400.00,000038,THE AVE NASHVILLE LLC,53902028,30216,11/4/2024,11/4/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04NOV2024161101,11/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000038,11/1/2024,11/8/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20241104) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11561105,Invoice,000040,11561105,$1400.00,000040,THE AVE NASHVILLE LLC,53902028,30216,11/4/2024,11/4/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04NOV2024161101,11/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000040,11/1/2024,11/8/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20241206) THE AVE NASHVILLE LLC,INV 000043/ E GRAY-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11588344,Invoice,000043,11588344,$1400.00,000043,THE AVE NASHVILLE LLC,53902028,30216,12/6/2024,12/6/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04DEC2024081221,12/4/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000043,11/1/2024,12/11/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1575 (20241129) ESA MANAGEMENT LLC,INV 1554967301/OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11584857,Invoice,1554967301,11584857,$1575.00,1554967301,ESA MANAGEMENT LLC,53902028,30216,11/29/2024,11/29/2024,$0.00,$1575.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-02DEC2024081254,12/2/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554967301,11/3/2024,12/6/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $5554.52 (20241108) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11566935,Invoice,R35351086,11566935,$5554.52,R35351086,Randstad North America Inc dba Randstad USA LLC,53902028,30216,11/8/2024,11/8/2024,$0.00,$5554.52,R,4% Resolution,R240490,Invoice Batch,KOFAX-08NOV2024161107,11/8/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35351086,11/3/2024,12/2/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2146.83 (20241129) ESA MANAGEMENT LLC,INV 1554973391/OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11584856,Invoice,1554973391,11584856,$2146.83,1554973391,ESA MANAGEMENT LLC,53902028,30216,11/29/2024,11/29/2024,$0.00,$2146.83,R,4% Resolution,R240490,Invoice Batch,KOFAX-02DEC2024081254,12/2/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554973391,11/10/2024,12/6/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $7000 (20241113) HILLSIDE CROSSING LLC,INV#INVHILLSIDE112024 NOV 2024 RENT OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11570706,Invoice,INVHILLSIDE112024,11570706,$7000.00,INVHILLSIDE112024,HILLSIDE CROSSING LLC,53902028,30216,11/13/2024,11/13/2024,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-13NOV2024141121,11/13/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INVHILLSIDE112024,11/12/2024,11/20/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $-7000 (20241113) HILLSIDE CROSSING LLC,INV#INVHILLSIDE112024 NOV 2024 RENT OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11570706,Invoice,INVHILLSIDE112024,11570706,-$7000.00,INVHILLSIDE112024,HILLSIDE CROSSING LLC,53902028,30216,11/13/2024,11/13/2024,$7000.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-13NOV2024141121,11/13/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INVHILLSIDE112024,11/12/2024,11/20/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $7000 (20241119) HILLSIDE CROSSING LLC,OHS NOV 2024 RENT,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11576312,Invoice,HILLSIDE112024,11576312,$7000.00,HILLSIDE112024,HILLSIDE CROSSING LLC,53902028,30216,11/19/2024,11/19/2024,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-19NOV2024141152,11/19/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,HILLSIDE112024,11/12/2024,11/27/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $7000 (20241113) HILLSIDE CROSSING LLC,INV#INVHILLSIDE112024 NOV 2024 RENT OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11570706,Invoice,INVHILLSIDE112024,11570706,$7000.00,INVHILLSIDE112024,HILLSIDE CROSSING LLC,53902028,30216,11/13/2024,11/13/2024,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-13NOV2024141121,11/13/2024,2,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INVHILLSIDE112024,11/12/2024,11/20/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1680 (20241129) ESA MANAGEMENT LLC,NV 1554976247/OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11584858,Invoice,1554976247,11584858,$1680.00,1554976247,ESA MANAGEMENT LLC,53902028,30216,11/29/2024,11/29/2024,$0.00,$1680.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-02DEC2024081254,12/2/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554976247,11/17/2024,12/6/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1680 (20241206) ESA MANAGEMENT LLC,INV 1554980262/ OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11586344,Invoice,1554980262,11586344,$1680.00,1554980262,ESA MANAGEMENT LLC,53902028,30216,12/6/2024,12/6/2024,$0.00,$1680.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-02DEC2024151201,12/2/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554980262,11/24/2024,12/11/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $150000 (20250214) The Hospitality Hub of Memphis,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11652055,Invoice,HH01,11652055,$150000.00,HH01,The Hospitality Hub of Memphis,53902028,30216,2/14/2025,2/14/2025,$0.00,$150000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-14FEB2025130253,2/14/2025,1,1023432,"""The Hospitality Hub of Memphis""",The Hospitality Hub of Memphis,HH01,11/25/2024,2/24/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""The Hospitality Hub of Memphis""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $129.21 (20241129) RJ Young Company LLC,INV7240439/ 10/28/24 THU 11/27/24,53902028.502701.0.R.R240490.30216.053.0.0.0,53902028.502701.0.R.R240490.30216.053.0.0.0,11584570,Invoice,INV7240439,11584570,$129.21,INV7240439,RJ Young Company LLC,53902028,30216,11/29/2024,11/29/2024,$0.00,$129.21,R,4% Resolution,R240490,Invoice Batch,KOFAX-27NOV2024121107,11/27/2024,1,4777,"""RJ Young Company LLC""",RJ Young Company LLC,INV7240439,11/25/2024,12/26/2024,53902028,Printing/Binding,Printing/Binding,Purchase Invoices,,,"""RJ Young Company LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1680 (20241212) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11598333,Invoice,1554985913,11598333,$1680.00,1554985913,ESA MANAGEMENT LLC,53902028,30216,12/12/2024,12/12/2024,$0.00,$1680.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-12DEC2024161218,12/12/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554985913,12/1/2024,12/18/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,ELIJAH.PAYNE@NASHVILLE.GOV
Invoice: $1680 (20241212) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11598332,Invoice,1554991065,11598332,$1680.00,1554991065,ESA MANAGEMENT LLC,53902028,30216,12/12/2024,12/12/2024,$0.00,$1680.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-12DEC2024161218,12/12/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554991065,12/8/2024,12/23/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $-2042 (20241218) ESA MANAGEMENT LLC,INV 1554993980/DEC 2024-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11600964,Invoice,1554993980,11600964,-$2042.00,1554993980,ESA MANAGEMENT LLC,53902028,30216,12/18/2024,12/18/2024,$2042.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-16DEC2024171241,12/16/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554993980,12/15/2024,12/30/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
